"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0070098","chemokine-mediated signaling pathway","23/1259","73/13425",0.315068493150685,3.35964616405714,6.50301990092885,1.07284081667553e-07,2.51581171510412e-05,2.16313454615822e-05,"CXCL13/CCR7/CCL25/CXCL9/CCL14/CCL13/CCR5/CCL18/CCL1/CCR6/CCR8/ACKR1/CXCR3/CCL7/CCL19/CXCL11/MPL/GPR17/SLIT2/PADI2/CX3CL1/CXCR1/CXCR2",23
"GO:1990868","response to chemokine","24/1259","81/13425",0.296296296296296,3.15947400935487,6.27086433004775,2.0928352366018e-07,4.49872374401195e-05,3.86807354694736e-05,"CXCL13/CCR7/CCL25/CXCL9/CCL14/CCL13/CCR5/CCL18/CCL1/CCR6/CCR8/ACKR1/CXCR3/CCL7/CCL19/CXCL11/MPL/GPR17/SLIT2/PADI2/CX3CL1/ZC3H12A/CXCR1/CXCR2",24
"GO:1990869","cellular response to chemokine","24/1259","81/13425",0.296296296296296,3.15947400935487,6.27086433004775,2.0928352366018e-07,4.49872374401195e-05,3.86807354694736e-05,"CXCL13/CCR7/CCL25/CXCL9/CCL14/CCL13/CCR5/CCL18/CCL1/CCR6/CCR8/ACKR1/CXCR3/CCL7/CCL19/CXCL11/MPL/GPR17/SLIT2/PADI2/CX3CL1/ZC3H12A/CXCR1/CXCR2",24
"GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","40/1259","182/13425",0.21978021978022,2.34356588605993,5.87058531015864,2.39186506639732e-07,4.93585275101752e-05,4.24392395359929e-05,"PSAP/DRD5/ADGRF4/RAMP1/TSHR/CXCL9/ADM2/PTHLH/GPR18/PDE10A/SCTR/GRM7/AVPR2/DRD2/CXCR3/TCP11/CXCL11/ADRA1A/RAPGEF4/ADGRF5/CHRM3/GRM8/ADCY8/ARRDC3/VIPR1/GPR146/CALCRL/CHRM2/ADRB1/RXFP1/AKAP12/ADGRG3/CHRM4/GHRHR/CHRM1/ADM/FPR2/GNA14/ADRA1B/GPR157",40
"GO:0003341","cilium movement","40/1259","183/13425",0.218579234972678,2.33075951509785,5.83080159541182,2.78945008196395e-07,5.53491268186616e-05,4.75900511959355e-05,"NME7/PLTP/TEKT5/DNAAF1/EFHC1/LRRC23/DNAI2/CFAP46/CCR6/EFCAB6/RSPH9/CFAP61/CFAP73/CFAP157/SPAG17/RIBC2/DNAAF3/CFAP77/DNAH12/SPEF1/ZMYND10/CFAP70/GAS2L2/EFHC2/DNAI1/CFAP100/TEKT1/DNAH7/DRC7/CWH43/DNAH9/CFAP126/CFAP47/TEKT2/SPAG6/LRRC46/DRC1/CATSPERD/CFAP20/DNAH17",40
"GO:1901342","regulation of vasculature development","51/1259","265/13425",0.192452830188679,2.05216778815172,5.56493280748111,4.86934880453521e-07,9.30406314170266e-05,7.9997800632793e-05,"SERPINF1/CXCL13/MDK/C3/SULF1/ADGRB2/PKM/THBS4/GRN/CHI3L1/WNT4/ADM2/HMGA2/HSPB1/SMOC2/GREM1/THBS2/TNN/HLA-G/ADAMTS9/TWIST1/CXCR3/SEMA6A/TEK/FUT1/HYAL1/RGCC/TIE1/GATA2/CD36/JAK1/TSPAN12/GATA6/ROCK2/SEMA5A/IL1A/VEGFC/KLF4/CX3CL1/COL4A3/ZC3H12A/PPARG/IL1B/IL6/ADAMTS1/APOH/ADM/CAMP/CXCL8/CYP1B1/AGO1",51
"GO:0045765","regulation of angiogenesis","50/1259","260/13425",0.192307692307692,2.05062015030244,5.50303023663801,6.44391208007467e-07,0.000118729080075376,0.000102085133479078,"SERPINF1/CXCL13/MDK/C3/SULF1/ADGRB2/PKM/THBS4/GRN/CHI3L1/ADM2/HMGA2/HSPB1/SMOC2/GREM1/THBS2/TNN/HLA-G/ADAMTS9/TWIST1/CXCR3/SEMA6A/TEK/FUT1/HYAL1/RGCC/TIE1/GATA2/CD36/JAK1/TSPAN12/GATA6/ROCK2/SEMA5A/IL1A/VEGFC/KLF4/CX3CL1/COL4A3/ZC3H12A/PPARG/IL1B/IL6/ADAMTS1/APOH/ADM/CAMP/CXCL8/CYP1B1/AGO1",50
"GO:0001666","response to hypoxia","50/1259","262/13425",0.190839694656489,2.03496656136883,5.44226210707955,8.17825637772539e-07,0.000144602369334581,0.000124331395185914,"MT-CO1/MT-CO2/MT-CYB/MT-ND4/MT-ND1/PLEKHN1/MT-ND5/MT-ND2/AIFM1/CLDN3/KCNMA1/SLC9A1/LTA/POSTN/KCNK2/TRPV4/CD38/MMP2/CA9/ASCL2/CD24/DRD2/ARNT2/TWIST1/MB/MT3/CHRNA4/FUNDC1/HIF3A/RGCC/LIMD1/MPL/PRKCE/INHBA/PTGS2/STC2/NR4A2/SLC6A4/BNIP3L/GATA6/ROCK2/ANKRD1/ALAS2/VEGFC/NOS2/CBS/CAV3/FOS/PPARG/LIF",50
"GO:0007204","positive regulation of cytosolic calcium ion concentration","31/1259","130/13425",0.238461538461538,2.54276898637502,5.68601938404787,8.40874409776588e-07,0.000144602369334581,0.000124331395185914,"CXCL13/CCR7/HTR2A/BDKRB2/TRPV4/CD38/P2RX5/CCR5/CD24/OXT/CCL1/CCR6/CCR8/GRIN1/AVPR1A/CXCR3/NPFF/NMU/ADRA1A/EDNRB/GATA2/CD36/ADCY8/ITGAV/CAV3/PROK2/CXCR1/FPR2/TRPC3/ADRA1B/CXCR2",31
"GO:0009410","response to xenobiotic stimulus","59/1259","332/13425",0.177710843373494,1.89497066901442,5.31175690353126,1.04724440888791e-06,0.000174281738885572,0.00014985018468773,"EEF2/MT-CYB/MDK/MT-ND1/IGFBP2/LIPA/SMOX/SLC28A3/HNF4A/HTR2A/LTA/ALDH3A1/UGT1A6/CD38/MMP2/CA9/COL1A1/MMP7/CDH1/CYP2F1/GRIN1/DRD2/TP73/NPFF/SCGB1A1/UGT2B17/GSTA1/CYP2A13/CDH13/ADRA1A/GRIA1/SLCO1A2/FUT1/SULT1C4/CYP3A5/TENT4A/NFKBIZ/PRKCE/FMO2/SLC6A4/CYP3A7/GATA6/JUN/DUSP6/ANKRD1/VEGFC/FMO5/NOS2/ERRFI1/SULT1B1/FOS/IL1B/HMGCS2/RBBP9/UGT2B4/CYP1B1/FOSB/GATA3/AHR",59
"GO:0097529","myeloid leukocyte migration","41/1259","201/13425",0.203980099502488,2.17508565196259,5.39965562528435,1.36449940414278e-06,0.000213528429263614,0.000183595107357989,"CXCL13/MDK/THBS4/CCR7/LGMN/MIF/DPEP1/CCL25/CXCL9/TRPV4/S100A14/MMP2/SLAMF8/STAP1/DEFB124/CCL13/GREM1/CCL1/TRIM55/PLA2G7/TNFSF11/CCL7/CCL19/EDNRB/ANXA1/SLIT2/CSF3R/VEGFC/CXCL3/CX3CL1/S100A8/CD177/PIK3R1/IL1B/PECAM1/SFTPD/IL6/CXCR1/FPR2/CXCL8/CXCR2",41
"GO:0002237","response to molecule of bacterial origin","55/1259","304/13425",0.180921052631579,1.92920185192927,5.27161058668215,1.36585349209135e-06,0.000213528429263614,0.000183595107357989,"C4B/CXCL13/SELENOW/LOXL1/INAVA/NR1H3/CCR7/MIF/DIO2/LTA/HADHB/CXCL9/S100A14/STAP1/LCN10/DEFB124/CCR5/CD24/MMP9/ALPL/IL37/CITED1/LTF/SCGB1A1/MMP3/EDNRB/MPO/CD36/HPGD/NFKBIZ/PRKCE/CSF3/SLC11A1/PELI1/TRIB1/IL1A/ANKRD1/NOS2/CX3CL1/S100A8/ZFP36/CXCL2/ZC3H12A/FOS/NR4A1/AKAP12/SMAD6/FCAR/IL1B/IL6/HMGCS2/CAMP/CXCL8/AHR/TLR4",55
"GO:0070286","axonemal dynein complex assembly","12/1259","27/13425",0.444444444444444,4.7392110140323,6.25636100361782,2.00676873848019e-06,0.000304497644759392,0.000261811871949088,"DNAAF1/DNAI2/CFAP73/DNAAF3/DNAH12/ZMYND10/DNAI1/CFAP100/DNAH7/TEKT2/DRC1/DNAH17",12
"GO:0031649","heat generation","9/1259","16/13425",0.5625,5.99806393963463,6.43492566486917,3.39336296178796e-06,0.000500181700567546,0.000430064105893969,"HTR2A/TNFSF11/NMU/EDNRB/ARRDC3/PTGS2/ADRB1/IL1A/IL1B",9
"GO:0036293","response to decreased oxygen levels","50/1259","275/13425",0.181818181818182,1.93876814210412,5.05989779098419,3.53820931086099e-06,0.000507045050964773,0.000435965322689128,"MT-CO1/MT-CO2/MT-CYB/MT-ND4/MT-ND1/PLEKHN1/MT-ND5/MT-ND2/AIFM1/CLDN3/KCNMA1/SLC9A1/LTA/POSTN/KCNK2/TRPV4/CD38/MMP2/CA9/ASCL2/CD24/DRD2/ARNT2/TWIST1/MB/MT3/CHRNA4/FUNDC1/HIF3A/RGCC/LIMD1/MPL/PRKCE/INHBA/PTGS2/STC2/NR4A2/SLC6A4/BNIP3L/GATA6/ROCK2/ANKRD1/ALAS2/VEGFC/NOS2/CBS/CAV3/FOS/PPARG/LIF",50
"GO:0001952","regulation of cell-matrix adhesion","27/1259","115/13425",0.234782608695652,2.50353973132576,5.20900449352869,5.77970538731228e-06,0.000805878380895785,0.000692906927514479,"FERMT1/CDKN2A/CCR7/DUSP3/THY1/WNT4/SLC9A1/POSTN/CCL25/CD3E/GREM1/MMP12/ARHGAP6/CDH13/GPM6B/DLC1/TEK/FUT1/LIMCH1/CD36/AJAP1/EPB41L5/FAM107A/ROCK2/CX3CL1/PIK3R1/POLDIP2",27
"GO:0045109","intermediate filament organization","14/1259","39/13425",0.358974358974359,3.82782428056455,5.68904334988898,6.03053965214367e-06,0.000818725106984453,0.000703952744989846,"KRT15/KRT14/KRT5/BFSP2/KRT13/DES/KRT19/KRT17/DSP/EPPK1/KRT81/KRT23/KRT6A/KRT40",14
"GO:0001578","microtubule bundle formation","25/1259","103/13425",0.242718446601942,2.58816135475065,5.20485280959905,6.78852570331896e-06,0.000898000105215962,0.000772114637349153,"DNAAF1/LRRC23/DNAI2/CFAP46/RSPH9/CFAP73/CFAP157/SPAG17/DNAJB13/DNAAF3/DNAH12/SPEF1/ZMYND10/GAS2L2/DNAI1/CFAP100/DNAH7/DRC7/CFAP47/TEKT2/SPAG6/LRRC46/RSPH1/DRC1/DNAH17",25
"GO:0002685","regulation of leukocyte migration","39/1259","200/13425",0.195,2.07932883240667,4.94710202343054,7.64502286950535e-06,0.000979517871936907,0.000842204897387728,"CXCL13/MDK/THBS4/CCR7/LGMN/MIF/THY1/GDF15/CCL25/TRPV4/S100A14/ASCL2/SLAMF8/TNFRSF18/STAP1/GPR18/DEFB124/GREM1/CCL1/PLA2G7/CCR6/ZP3/CHST4/CXCR3/CCL7/CCL19/MSN/ANXA1/SLIT2/PADI2/ITGA2B/VEGFC/CX3CL1/PIK3R1/ICAM1/IL6/FPR2/CXCL8/CCL20",39
"GO:0070482","response to oxygen levels","52/1259","298/13425",0.174496644295302,1.86069694175094,4.83343163216976,7.78449946683721e-06,0.000979517871936907,0.000842204897387728,"MT-CO1/MT-ATP6/MT-CO2/MT-CYB/MT-ND4/MT-ND1/PLEKHN1/MT-ND5/MT-ND2/AIFM1/CLDN3/KCNMA1/SLC9A1/LTA/POSTN/KCNK2/TRPV4/CD38/MMP2/CA9/ASCL2/COL1A1/CD24/DRD2/ARNT2/TWIST1/MB/MT3/CHRNA4/FUNDC1/HIF3A/RGCC/LIMD1/MPL/PRKCE/INHBA/PTGS2/STC2/NR4A2/SLC6A4/BNIP3L/GATA6/ROCK2/ANKRD1/ALAS2/VEGFC/NOS2/CBS/CAV3/FOS/PPARG/LIF",52
"GO:0045766","positive regulation of angiogenesis","32/1259","151/13425",0.211920529801325,2.25975624510149,5.00788119998911,8.41879343251862e-06,0.00103410845996104,0.000889142744978282,"MDK/C3/PKM/GRN/CHI3L1/ADM2/HMGA2/HSPB1/SMOC2/GREM1/TNN/TWIST1/CXCR3/TEK/FUT1/HYAL1/TIE1/GATA2/CD36/JAK1/GATA6/SEMA5A/IL1A/VEGFC/KLF4/CX3CL1/ZC3H12A/IL1B/ADM/CAMP/CXCL8/CYP1B1",32
"GO:0007162","negative regulation of cell adhesion","48/1259","269/13425",0.178438661710037,1.90273155953713,4.81119283520991,9.33941154078718e-06,0.00112051218927723,0.000963434032628573,"PLA2G2D/MDK/CDKN2A/TGFBI/DUSP3/ADAMDEC1/ATP5F1B/VTCN1/MUC1/POSTN/CCL25/PLA2G2A/TRPV4/MMP2/ASCL2/COL1A1/LILRB4/BTLA/CDH1/HLA-G/DAPL1/CLEC4G/SCGB1A1/MMP12/SEMA6A/ARHGAP6/CDH13/DLC1/ARG1/HLA-E/RGCC/AJAP1/EPB41L5/ANXA1/FAM107A/PELI1/SEMA5A/RND1/KLF4/LAPTM5/CX3CL1/UBASH3B/PIK3R1/ZC3H12A/FGL1/SFTPD/CYP1B1/TBX21",48
